Variable Information,,,,,,,,,
Variable,Position,Label,Measurement Level,Role,Column Width,Alignment,Print Format,Write Format,
eval_tol,305,"Q69e. Do you think (survey country) is generally doing very well, somewhat well, somewhat poorly or very poorly when it comes to living up to these values? e. Being tolerant of people’s different races and religions",Nominal,Input,10,Right,F2,F2,
eval_equality,306,"Q69f. Do you think (survey country) is generally doing very well, somewhat well, somewhat poorly or very poorly when it comes to living up to these values? f. Ensuring everyone has an equal chance of success",Nominal,Input,15,Right,F2,F2,
eval_gender,307,"Q69g. Do you think (survey country) is generally doing very well, somewhat well, somewhat poorly or very poorly when it comes to living up to these values? g. Ensuring men and women have equal rights",Nominal,Input,13,Right,F2,F2,
diversity_country4,308,"Q70A. [SPLIT FORM 1] Overall, do you think having people of many different religions, ethnic groups and cultures makes this country a much better place to live, a somewhat better place to live, a somewhat worse place to live, or a much worse place to live?",Nominal,Input,20,Right,F2,F2,
diversity_country3,309,"Q70B. [SPLIT FORM 2] Overall, do you think having people of many different religions, ethnic groups and cultures makes this country a better place to live, a worse place to live, or doesn't make much difference either way?",Nominal,Input,20,Right,F2,F2,
conflict_parties,310,"Q71a. In your opinion, in (survey country), are the conflicts very strong, strong, not very strong, or are there no conflicts at all between these groups? a. People who support different political parties",Nominal,Input,18,Right,F2,F2,
conflict_urbanity,311,"Q71b. In your opinion, in (survey country), are the conflicts very strong, strong, not very strong, or are there no conflicts at all between these groups? b. People who live in cities and people who live in rural areas",Nominal,Input,19,Right,F2,F2,
conflict_ethnic,312,"Q71c. In your opinion, in (survey country), are the conflicts very strong, strong, not very strong, or are there no conflicts at all between these groups? c. People with different (ethnic or racial) backgrounds",Nominal,Input,17,Right,F2,F2,
conflict_religion,313,"Q71d. In your opinion, in (survey country), are the conflicts very strong, strong, not very strong, or are there no conflicts at all between these groups? d. People who practice different religions",Nominal,Input,19,Right,F2,F2,
polsys_directdemocracy,314,"Q72a. Would it be a very good, somewhat good, somewhat bad or very bad way of governing this country? a. A democratic system where citizens, not elected officials, vote directly on major national issues to decide what becomes law",Nominal,Input,24,Right,F2,F2,
polsys_republic,315,"Q72b. Would it be a very good, somewhat good, somewhat bad or very bad way of governing this country? b. A democratic system where representatives elected by citizens decide what becomes law",Nominal,Input,17,Right,F2,F2,
polsys_autocracy,316,"Q72c. Would it be a very good, somewhat good, somewhat bad or very bad way of governing this country? c. A system in which a strong leader can make decisions without interference from parliament or the courts",Nominal,Input,18,Right,F2,F2,
polsys_technocracy,317,"Q72d. Would it be a very good, somewhat good, somewhat bad or very bad way of governing this country? d. Experts, not elected officials, make decisions according to what they think is best for the country",Nominal,Input,20,Right,F2,F2,
polsys_junta,318,"Q72e. Would it be a very good, somewhat good, somewhat bad or very bad way of governing this country? e. The military rules the country",Nominal,Input,14,Right,F2,F2,
influ_mil,319,Q73a. What kind of influence do each of the following groups or organizations have on the way things are going in (survey country)? a. The military,Nominal,Input,11,Right,F2,F2,
influ_news,320,"Q73b. What kind of influence do each of the following groups or organizations have on the way things are going in (survey country)? b. The media – such as television, radio, newspapers and magazines",Nominal,Input,12,Right,F2,F2,
influ_courts,321,Q73c. What kind of influence do each of the following groups or organizations have on the way things are going in (survey country)? c. The court system,Nominal,Input,14,Right,F2,F2,
influ_courts_isr,322,Q73d. What kind of influence do each of the following groups or organizations have on the way things are going in (survey country)? d. The Supreme Court,Nominal,Input,18,Right,F2,F2,
influ_relleaders,323,Q73e. What kind of influence do each of the following groups or organizations have on the way things are going in (survey country)? e. Religious leaders,Nominal,Input,18,Right,F2,F2,
influ_police,324,Q73f. What kind of influence do each of the following groups or organizations have on the way things are going in (survey country)? f. The police,Nominal,Input,14,Right,F2,F2,
influ_companies,325,Q73g. (What kind of influence do each of the following groups or organizations have on the way things are going in (survey country)? g. Large companies from other countries,Nominal,Input,17,Right,F2,F2,
influ_banks,326,Q73h. What kind of influence do each of the following groups or organizations have on the way things are going in (survey country)? h. Banks and other major financial institutions,Nominal,Input,13,Right,F2,F2,
influ_social,327,"Q73i. What kind of influence do each of the following groups or organizations have on the way things are going in (survey country)? i. Social media – such as Facebook, Instagram, Whatsapp, TikTok, Telegram and Twitter, recently renamed X",Ordinal,Input,8,Right,F8,F8,
lula_democracy,328,"Q74. In your opinion, since Luiz Inácio Lula da Silva most recently took office, has Brazil become more democratic, less democratic, or has this not changed?",Nominal,Input,16,Right,F2,F2,
trust_gov,329,"Q75. How much do you trust the national government to do what is right for (survey country) – a lot, some, not too much or not at all?",Nominal,Input,11,Right,F2,F2,
future_polsys,330,"Q76a. Thinking about the future of (survey country), please tell me whether you feel generally optimistic or generally pessimistic about the following areas. How about …? a. The way our political system works",Nominal,Input,15,Right,F2,F2,
future_security,331,"Q76c. Thinking about the future of (survey country), please tell me whether you feel generally optimistic or generally pessimistic about the following areas. How about …? c. Our country’s national security",Nominal,Input,17,Right,F2,F2,
future_relpeace,332,"Q76d. Thinking about the future of (survey country), please tell me whether you feel generally optimistic or generally pessimistic about the following areas. How about …? d. The ability of religious and secular Jews to live together peacefully",Ordinal,Input,8,Right,F8,F8,
future_peace,333,"Q76e. Thinking about the future of (survey country), please tell me whether you feel generally optimistic or generally pessimistic about the following areas. How about …? e. The ability of Israeli Jews and Israeli Arabs to live together peacefully",Nominal,Input,14,Right,F2,F2,
respect_important,334,"Q77. How important is it that Israel is generally respected around the world – very important, somewhat important, not too important or not at all important?",Ordinal,Input,8,Right,F8,F8,
respect_current,335,"Q78. How respected is Israel around the world – very respected, somewhat respected, not too respected or not at all respected?",Ordinal,Input,8,Right,F8,F8,
isgz_respns,336,Q79. Has Israel’s military response against Hamas in Gaza …?,Ordinal,Input,8,Right,F8,F8,
isrhamas_success,337,"Q80. Overall, do you think Israel will definitely succeed, probably succeed, probably fail or definitely fail in achieving its goals in the war against Hamas, or do you not know?",Ordinal,Input,8,Right,F8,F8,
govern_gaza,338,"Q81. After the war ends, which of the following groups do you think should govern the Gaza Strip?",Ordinal,Input,8,Right,F8,F8,
roleconf_us,339,"Q82a. Thinking about each of the following, should they play a major role, a minor role or no role at all in diplomatically resolving the war between Israel and Hamas? a. The United States",Ordinal,Input,8,Right,F8,F8,
roleconf_qatar,340,"Q82b. Thinking about each of the following, should they play a major role, a minor role or no role at all in diplomatically resolving the war between Israel and Hamas? b. Qatar",Ordinal,Input,8,Right,F8,F8,
roleconf_eu,341,"Q82c. Thinking about each of the following, should they play a major role, a minor role or no role at all in diplomatically resolving the war between Israel and Hamas? c. European countries",Ordinal,Input,8,Right,F8,F8,
roleconf_un,342,"Q82d. Thinking about each of the following, should they play a major role, a minor role or no role at all in diplomatically resolving the war between Israel and Hamas? d. The United Nations",Ordinal,Input,8,Right,F8,F8,
roleconf_sa,343,"Q82e. Thinking about each of the following, should they play a major role, a minor role or no role at all in diplomatically resolving the war between Israel and Hamas? e. Saudi Arabia",Ordinal,Input,8,Right,F8,F8,
roleconf_egypt,344,"Q82f. Thinking about each of the following, should they play a major role, a minor role or no role at all in diplomatically resolving the war between Israel and Hamas? f. Egypt",Ordinal,Input,8,Right,F8,F8,
roleconf_tunisia,345,"Q82g. Thinking about each of the following, should they play a major role, a minor role or no role at all in diplomatically resolving the war between Israel and Hamas? g. Tunisia",Ordinal,Input,8,Right,F8,F8,
biden_favorisrpal,346,Q83. Do you think U.S. President Joe Biden is …?,Ordinal,Input,8,Right,F8,F8,
jewish_settlements,347,"Q84. In your opinion, does the continued building of Jewish settlements in the West Bank help the security of Israel, hurt the security of Israel, or does it not make a difference?",Ordinal,Input,8,Right,F8,F8,
isr_pal_coexist,348,"Q85. Do you think a way can be found for Israel and an independent Palestinian state to coexist peacefully with each other, or not?",Ordinal,Input,8,Right,F8,F8,
isr_pal_coexist2,349,"Q86. [ASK IF isr_pal_coexist = 1, 3] And would you expect the independent Palestinian state to be in the West Bank, in Gaza or both?",Ordinal,Input,8,Right,F8,F8,
isgz_big,350,"Q87a. Thinking about the war between Israel and Hamas, how concerned are you about the possibility of each of the following? a. The war expanding into other countries in the region",Ordinal,Input,8,Right,F8,F8,
isgz_rslv,351,"Q87b. Thinking about the war between Israel and Hamas, how concerned are you about the possibility of each of the following? b. The war going on for a very long time",Ordinal,Input,8,Right,F8,F8,
isgz_violence_jew,352,"Q87c. Thinking about the war between Israel and Hamas, how concerned are you about the possibility of each of the following? c. Increasing violence against Jews in the West Bank and East Jerusalem",Ordinal,Input,8,Right,F8,F8,
isgz_violence_arab,353,"Q87d. Thinking about the war between Israel and Hamas, how concerned are you about the possibility of each of the following? d. Increasing violence against Palestinians in the West Bank and East Jerusalem",Ordinal,Input,8,Right,F8,F8,
conflict_secular,354,"Q88a. In your opinion, in Israel, are the conflicts very strong, strong, not very strong or are there no conflicts at all between …? a. People who are religious and people who are not religious",Ordinal,Input,8,Right,F8,F8,
conflict_ethnic_isr,355,"Q88b. In your opinion, in Israel, are the conflicts very strong, strong, not very strong or are there no conflicts at all between …? b. Arab Israelis and Jewish Israelis",Ordinal,Input,8,Right,F8,F8,
conflict_ideo,356,"Q88c. In your opinion, in Israel, are the conflicts very strong, strong, not very strong or are there no conflicts at all between …? c. People on the political left and people on the political right",Ordinal,Input,8,Right,F8,F8,
antisemitism_common,357,"Q89. Just your impression, how common is anti-Semitism around the world today – very common, somewhat common, not too common or not at all common?",Ordinal,Input,8,Right,F8,F8,
antisemitism_change,358,"Q90. And do you think anti-Semitism is increasing around the world, decreasing around the world, or staying the same?",Ordinal,Input,8,Right,F8,F8,
islamophobia_common,359,"Q91. In your opinion, how common is Islamophobia around the world today – very common, somewhat common, not too common or not at all common?",Ordinal,Input,8,Right,F8,F8,
islamophobia_change,360,"Q92. And do you think Islamophobia is increasing around the world, decreasing around the world, or staying the same?",Ordinal,Input,8,Right,F8,F8,
fair_past_election,361,"Q93. Thinking about the (most recent) elections in (survey country), how confident are you that they were conducted fairly and accurately – very confident, somewhat confident, not too confident, or not at all confident?",Nominal,Input,20,Right,F2,F2,
earthquake_prep,362,"Q94. How confident are you that Turkey’s government will take the necessary measures to prepare for future natural disasters – very confident, somewhat confident, not too confident, or not at all confident?",Nominal,Input,17,Right,F2,F2,
turkey_eu_member,363,"Q95. How do you feel about Turkey becoming a member of the EU? Do you strongly favor, somewhat favor, somewhat oppose, or strongly oppose our country becoming a member of the EU?",Nominal,Input,18,Right,F2,F2,
nato_security,364,"Q96. How important do you think (survey country)’s membership in NATO, the North Atlantic Treaty Organization, is for the security of (survey country)?",Nominal,Input,15,Right,F2,F2,
ukr_support,365,"Q100. When it comes to Russia’s invasion of Ukraine, do you think (survey country) is providing …?",Nominal,Input,13,Right,F2,F2,
tol_practicing_muslim,366,Q103Aa. [SPLIT FORM 1] How would you feel if you had a son or daughter who married a …? a. Practicing Muslim,Nominal,Input,23,Right,F2,F2,
tol_practicing_jew,367,Q103Ab. [SPLIT FORM 1] How would you feel if you had a son or daughter who married a …? b. Practicing Jew,Nominal,Input,20,Right,F2,F2,
tol_practicing_christian,368,Q103Ac. [SPLIT FORM 1] How would you feel if you had a son or daughter who married a …? c. Practicing Christian,Nominal,Input,26,Right,F2,F2,
tol_nonpracticing_muslim,369,Q103Ba. [SPLIT FORM 2] How would you feel if you had a son or daughter who married a …? a. Non-practicing Muslim,Nominal,Input,26,Right,F2,F2,
tol_nonpracticing_jew,370,Q103Bb. [SPLIT FORM 2] How would you feel if you had a son or daughter who married a …? b. Non-practicing Jew,Nominal,Input,23,Right,F2,F2,
tol_nonpracticing_christian,371,Q103Bc. [SPLIT FORM 2] How would you feel if you had a son or daughter who married a …? c. Non-practicing Christian,Nominal,Input,29,Right,F2,F2,
tol_muslim,372,Q103Ca. [SPLIT FORM 3] How would you feel if you had a son or daughter who married a …? a. Muslim,Nominal,Input,12,Right,F2,F2,
tol_jew,373,Q103Cb. [SPLIT FORM 3] How would you feel if you had a son or daughter who married a …? b. Jew,Nominal,Input,9,Right,F2,F2,
tol_christian,374,Q103Cc. [SPLIT FORM 3] How would you feel if you had a son or daughter who married a …? c. Christian,Nominal,Input,15,Right,F2,F2,
ssdo_priorities,375,"Q104a. Do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the following ideas about groups in (survey country)? a. In setting priorities for (survey country), we must consider all groups",Nominal,Input,17,Right,F2,F2,
ssdo_push,376,"Q104b. Do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the following ideas about groups in (survey country)? b. We should not push for equality between all groups",Nominal,Input,11,Right,F2,F2,
ssdo_ideal,377,"Q104c. Do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the following ideas about groups in (survey country)? c. Group equality should be our ideal",Nominal,Input,12,Right,F2,F2,
ssdo_dominate,378,"Q104d. Do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the following ideas about groups in (survey country)? d. Superior groups should dominate inferior groups",Nominal,Input,15,Right,F2,F2,
gender,379,Q108. Gender of respondent,Nominal,Input,5,Right,F2,F2,
gender_australia,380,Q108AUS. Gender of respondent - Australia,Nominal,Input,18,Right,F8.2,F8.2,
age,381,Q109a. What is your age?,Nominal,Input,5,Right,F2,F2,
d_age_argentina,382,"Q109ARGb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,17,Right,F2,F2,
d_age_australia,383,Q109AUS. Which age group would you fall into?,Scale,Input,20,Right,F1,F1,
d_age_bangladesh,384,"Q109BGDb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,18,Right,F2,F2,
d_age_brazil,385,"Q109BRAb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,14,Right,F2,F2,
d_age_canada,386,"Q109CANb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,14,Right,F2,F2,
d_age_chile,387,"Q109CHLb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,13,Right,F2,F2,
d_age_colombia,388,"Q109COLb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,16,Right,F2,F2,
d_age_france,389,"Q109FRAb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,14,Right,F2,F2,
d_age_germany,390,"Q109DEUb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,15,Right,F2,F2,
d_age_ghana,391,"Q109GHAb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,13,Right,F2,F2,
d_age_greece,392,"Q109GRCb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,14,Right,F2,F2,
d_age_hungary,393,"Q109HUNb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,15,Right,F2,F2,
d_age_india,394,"Q109INDb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,13,Right,F2,F2,
d_age_indonesia,395,"Q109IDNb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,17,Right,F2,F2,
d_age_israel,396,"Q109ISRb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,14,Right,F2,F2,
d_age_italy,397,"Q109ITAb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,13,Right,F2,F2,
d_age_japan,398,"Q109JPNb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,13,Right,F2,F2,
d_age_kenya,399,"Q109KENb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,13,Right,F2,F2,
d_age_malaysia,400,"Q109MYSb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,16,Right,F2,F2,
d_age_mexico,401,"Q109MEXb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,14,Right,F2,F2,
d_age_netherlands,402,"Q109NLDb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,19,Right,F2,F2,
d_age_nigeria,403,"Q109NGAb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,15,Right,F2,F2,
d_age_peru,404,"Q109PERb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,12,Right,F2,F2,
d_age_philippines,405,"Q109PHLb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,19,Right,F2,F2,
d_age_poland,406,"Q109POLb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,14,Right,F2,F2,
d_age_safrica,407,"Q109ZAFb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,15,Right,F2,F2,
d_age_singapore,408,"Q109SGPb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,17,Right,F2,F2,
d_age_skorea,409,"Q109KORb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,14,Right,F2,F2,
d_age_spain,410,"Q109ESPb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,13,Right,F2,F2,
d_age_srilanka,411,"Q109LKAb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,16,Right,F2,F2,
d_age_sweden,412,"Q109SWEb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,14,Right,F2,F2,
d_age_thailand,413,"Q109THAb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,16,Right,F2,F2,
d_age_tunisia,414,"Q109TUNb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,15,Right,F2,F2,
d_age_turkey,415,"Q109TURb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,14,Right,F2,F2,
d_age_uk,416,"Q109GBRb. [ASK IF age = 98, 99] Could you tell me if you are between the ages of ...?",Nominal,Input,10,Right,F2,F2,
d_educ_argentina,417,Q110ARG. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,23,Right,F2,F2,
d_educ_australia,418,Q110AUS. What is the highest level of education you have completed?,Scale,Input,8,Right,F3,F3,
d_educ_bangladesh,419,Q110BGD. What is the highest level of education that you have completed?,Nominal,Input,19,Right,F2,F2,
d_educ_brazil,420,Q110BRA. What is the highest level of education you have completed?,Nominal,Input,20,Right,F2,F2,
d_educ_canada,421,Q110CAN. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,20,Right,F2,F2,
d_educ_chile,422,Q110CHL. What is the highest level of education that you have completed?,Nominal,Input,14,Right,F2,F2,
d_educ_colombia,423,Q110COL. What is the highest level of education that you have completed?,Nominal,Input,17,Right,F2,F2,
d_educ_france,424,Q110FRA. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,15,Right,F2,F2,
d_educ_germany,425,Q110DEUa. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,21,Right,F2,F2,
d_educ_germany_vocational,426,Q110DEUb. Have you completed an apprenticeship?,Nominal,Input,27,Right,F2,F2,
d_educ_ghana,427,Q110GHA. What is the highest level of education that you have completed?,Nominal,Input,14,Right,F2,F2,
d_educ_greece,428,Q110GRC. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,15,Right,F2,F2,
d_educ_hungary,429,Q110HUN. What is the highest level of school you have completed?,Nominal,Input,16,Right,F2,F2,
d_educ_india,430,Q110IND. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,14,Right,F2,F2,
d_educ_indonesia,431,Q110IDN. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,18,Right,F2,F2,
d_educ_israel,432,Q110ISRa. What is the highest level of school you have completed?,Nominal,Input,15,Right,F2,F2,
d_educ_israel_years,433,"Q110ISRb. In total, how many years of schooling or education have you attended?",Nominal,Input,21,Right,F2,F2,
d_educ_israel_vocational,434,Q110ISRc. Have you completed any vocational training?,Nominal,Input,26,Right,F2,F2,
d_educ_italy,435,Q110ITA. What is the highest degree you have received?,Nominal,Input,19,Right,F2,F2,
d_educ_japan,436,Q110JPN. What is the highest level of school you have completed?,Nominal,Input,14,Right,F2,F2,
d_educ_kenya,437,Q110KEN. What is the highest level of school you have completed?,Nominal,Input,14,Right,F2,F2,
d_educ_malaysia,438,Q110MYS. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,17,Right,F2,F2,
d_educ_mexico,439,Q110MEX. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,20,Right,F2,F2,
d_educ_netherlands,440,Q110NLD. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,20,Right,F2,F2,
d_educ_nigeria,441,Q110NGA. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,16,Right,F2,F2,
d_educ_peru,442,Q110PER. What is the highest level of education that you have completed?,Nominal,Input,18,Right,F2,F2,
d_educ_philippines,443,Q110PHL. What is the highest level of school you have completed?,Nominal,Input,20,Right,F2,F2,
d_educ_poland,444,Q110POL. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,8,Right,F2,F2,
d_educ_singapore,445,Q110SGP. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,18,Right,F2,F2,
d_educ_safrica,446,Q110ZAF. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,21,Right,F2,F2,
d_educ_skorea,447,Q110KOR. What is the highest level of school you have completed?,Nominal,Input,20,Right,F2,F2,
d_educ_spain,448,Q110ESP. What is the highest level of school you have completed?,Nominal,Input,14,Right,F2,F2,
d_educ_srilanka,449,"Q110LKA. What is the highest level of school you have completed or the highest degree you have received, if any?",Nominal,Input,17,Right,F2,F2,
d_educ_sweden,450,Q110SWE. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,15,Right,F2,F2,
d_educ_thailand,451,Q110THA. What is the highest level of education that you have completed?,Nominal,Input,17,Right,F2,F2,
d_educ_tunisia,452,Q110TUN. What is the highest level of school you have completed?,Nominal,Input,21,Right,F2,F2,
d_educ_turkey,453,Q110TUR. What is the highest level of school you have completed?,Nominal,Input,15,Right,F2,F2,
d_educ_uk,454,Q110GBR. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,16,Right,F2,F2,
d_class,455,"Q111. Would you describe yourself as belonging to the upper class, the upper middle class, the lower middle class, the working class or the lower class?",Nominal,Input,9,Right,F2,F2,
d_income_argentina,456,"Q113ARGa. Which one corresponds to your total monthly household income, including salaries, retirement income or pensions, and any other family income, before taxes and other deductions?",Nominal,Input,20,Right,F2,F2,
d_income2_argentina,457,"Q113ARGb. [ASK IF d_income_argentina = 98, 99] Was your household's monthly income in 2023 $200.000 or less, or was it more than $200.000?",Nominal,Input,21,Right,F2,F2,
d_income_bangladesh,458,"Q113BGDa. Which of these groups does your household income fall into, counting all salaries, pensions, and other income received, before taxes and other deductions?",Nominal,Input,21,Right,F2,F2,
d_income2_bangladesh,459,"Q113BGDb. [ASK IF d_income_bangladesh = 98, 99] Was your household’s monthly income in 2023 15,000 taka or less, or was it more than 15,000 taka?",Nominal,Input,22,Right,F2,F2,
d_income_brazil,460,"Q113BRAa. Which of these categories does your monthly household income fall into, counting all salaries, pensions, and other income received, before taxes and other deductions?",Nominal,Input,17,Right,F2,F2,
d_income2_brazil,461,"Q113BRAb. [ASK IF d_income_brazil = 98, 99] Was your household's monthly income in 2023 R$ 2.400 or less, or was it more than R$ 2.400?",Nominal,Input,18,Right,F2,F2,
d_income_canada,462,"Q113CANa. Last year, that is in 2023, what was your total family income from all sources, before taxes?",Nominal,Input,8,Right,F2,F2,
d_income2_canada,463,"Q113CANb. [ASK IF d_income_canada = 98, 99] Was your household’s total annual income in 2023 $65,000 or less, or was it more than $65,000?",Nominal,Input,23,Right,F2,F2,
d_income_chile,464,"Q113CHLa. Which of these groups does your household income fall into, counting all salaries, pensions, and other income received, before taxes and other deductions?",Nominal,Input,16,Right,F2,F2,
d_income2_chile,465,"Q113CHLb. [ASK IF d_income_chile = 98, 99] Was your household’s monthly income in 2023 $505,000 or less, or was it more than $505,000?",Nominal,Input,17,Right,F2,F2,
d_income_colombia,466,"Q113COLa. Which of these groups does your household income fall into, counting all salaries, pensions, and other income received, before taxes and other deductions?",Nominal,Input,19,Right,F2,F2,
d_income2_colombia,467,"Q113COLb. [ASK IF d_income_colombia = 98, 99] Was your household’s monthly income in 2023 1,100,000 pesos or less, or was it more than 1,100,000 pesos?",Nominal,Input,20,Right,F2,F2,
d_income_france,468,"Q113FRAa. We would like to know at what level of income you are, counting all the monthly income in your household, such as: salaries, social benefits, pensions, and other income.",Nominal,Input,8,Right,F2,F2,
d_income2_france,469,"Q113FRAb. [ASK IF d_income_france = 98, 99] Was your household’s monthly income in 2023 2,150 euros or less, or was it more than 2,150 euros?",Nominal,Input,18,Right,F2,F2,
d_income_germany,470,"Q113DEUa. If you count it all together, how high is your monthly net income that all members of your household receive, after taxes and social security?",Nominal,Input,18,Right,F2,F2,
d_income2_germany,471,"Q113DEUb. [ASK IF d_income_germany = 98, 99] Was your household’s net monthly income in 2023 2,300 euros or less, or was it more than 2,300 euros?",Nominal,Input,19,Right,F2,F2,
d_income_ghana,472,"Q113GHAa. Which of these monthly income groups does your household income fall into, counting all salaries, pensions, and other income received, before taxes and other deductions?",Nominal,Input,16,Right,F2,F2,
d_income2_ghana,473,"Q113GHAb. [ASK IF d_income_ghana = 98, 99] Was your household’s monthly income in 2023 GHS 160 or less, or was it more than GHS 160?",Nominal,Input,17,Right,F2,F2,
d_income_greece,474,"Q113GRCa. I would like you to tell me in which category of monthly income your household belongs. Please include all your income, pensions, and any other income you may have, after taxes.",Nominal,Input,17,Right,F2,F2,
d_income2_greece,475,"Q113GRCb. [ASK IF d_income_greece = 98, 99] Was your household’s monthly income in 2023 1,100 euros or less, or was it more than 1,100 euros?",Nominal,Input,18,Right,F2,F2,
d_income_hungary,476,"Q113HUNa. I would like you to tell me in which category of monthly net income your household belongs. Please include all your income, pensions, and any other income you may have.",Nominal,Input,18,Right,F2,F2,
d_income2_hungary,477,"Q113HUNb. [ASK IF d_income_hungary = 98, 99] Was your household’s monthly net income in 2023 350,000 HUF or less, or was it more than 350,000 HUF?",Nominal,Input,19,Right,F2,F2,
d_income_india,478,"Q113INDa. Which of these categories does your household fall into counting all wages, salaries, pensions and other income that comes in, before taxes and other deductions?",Nominal,Input,16,Right,F2,F2,
d_income2_india,479,"Q113INDb. [ASK IF d_income_india = 98, 99] Was your household’s monthly income in 2023 8,500 rupees or less, or was it more than 8,500 rupees?",Nominal,Input,17,Right,F2,F2,
d_income_indonesia,480,"Q113IDNa. Which of these groups does your household fall into counting all wages, salaries, pensions and other incomes that come in, before taxes and other deductions?",Nominal,Input,8,Right,F2,F2,
d_income2_indonesia,481,"Q113IDNb. [ASK IF d_income_indonesia = 98, 99] Was your household’s monthly income in 2023 RP 2,000,000 or less, or was it more than RP 2,000,000?",Nominal,Input,21,Right,F2,F2,
d_income_israel,482,Q113ISRa. Which category best describes your total household income?,Nominal,Input,17,Right,F2,F2,
d_income2_israel,483,"Q113ISRb. [ASK IF d_income_israel = 98, 99] Was your household’s monthly income in 2023 11,500 Israeli shekels or less, or was it more than 11,500 Israeli shekels?",Nominal,Input,18,Right,F2,F2,
d_income_italy,484,"Q113ITAa. Could you indicate what is the total monthly income of your household, taking into account all wages, annuities, pensions and other income, after taxes?",Nominal,Input,8,Right,F2,F2,
d_income2_italy,485,"Q113ITAb. [ASK IF d_income_italy = 98, 99] Was your household’s net monthly income in 2023 1,500 euros or less, or was it more than 1,500 euros?",Nominal,Input,17,Right,F2,F2,
d_income_japan,486,"Q113JPNa. Which of these annual household incomes does your household fall into counting all wages, salaries, pensions and other incomes that come in?",Nominal,Input,16,Right,F2,F2,
